Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Delaware,US,2021-01-18 05:30:33,39.3185,-75.5071,70294,1200,18851,50243,10,7218.79223302566,1116162,,1.70711582780892,84000010,USA,114623.461126104,
Diamond Princess,US,2021-01-18 05:30:33,,,49,0,,,88888,,,,0,84088888,USA,,
District of Columbia,US,2021-01-18 05:30:33,38.8974,-77.0268,33851,850,23456,9545,11,4796.46446541192,1009392,,2.51100410623024,84000011,USA,143024.219658831,
Florida,US,2021-01-18 05:30:33,27.7663,-81.6868,1571279,24137,,,12,7315.84989610405,19188326,,1.5361371214151,84000012,USA,89340.5389962639,
Georgia,US,2021-01-18 05:30:33,33.0406,-83.6431,815995,12296,,,13,7685.43364995442,5925441,,1.50687197838222,84000013,USA,55808.6552640881,
Grand Princess,US,2021-01-18 05:30:33,,,103,3,,,99999,,,,2.9126213592233,84099999,USA,,
Guam,US,2021-01-18 05:30:33,13.4443,144.7937,7474,125,7220,129,66,4550.96237570709,100477,,1.67246454375167,316,GUM,61181.0338003641,
Hawaii,US,2021-01-18 05:30:33,21.0943,-157.4983,25064,322,11958,12784,15,1770.21651674728,910779,,1.28471113948292,84000015,USA,64326.3656601727,
Idaho,US,2021-01-18 05:30:33,44.2405,-114.4788,155554,1607,70736,83211,16,8704.43996161304,576008,,1.03308175938902,84000016,USA,32232.0676640189,
Illinois,US,2021-01-18 05:30:33,40.3495,-88.9861,1068829,20050,,,17,8434.69143069493,14763993,,1.87588472992406,84000017,USA,116510.428927303,
Indiana,US,2021-01-18 05:30:33,39.8494,-86.2583,590211,10602,376384,203225,18,8766.96078959998,6431185,,1.79630674453712,84000018,USA,95528.4580017376,
Iowa,US,2021-01-18 05:30:33,42.0115,-93.2105,305151,4323,265923,34905,19,9671.76639504037,1216693,,1.41667567859846,84000019,USA,38563.1063653104,
Kansas,US,2021-01-18 05:30:33,38.5266,-96.7265,258354,3518,5138,249698,20,8868.04511975022,1100365,,1.36169751581164,84000020,USA,37770.21632409,
Kentucky,US,2021-01-18 05:30:33,37.6681,-84.6701,326674,3127,40541,283006,21,7311.94964358403,3400741,,0.957223409270404,84000021,USA,76118.8430755787,
Louisiana,US,2021-01-18 05:30:33,31.1695,-91.8678,368980,8203,298614,62163,22,7937.11229191915,4638346,,2.22315572659765,84000022,USA,99775.2535388748,
Maine,US,2021-01-18 05:30:33,44.6939,-69.3819,33559,511,11989,21059,23,2496.55560283646,1239325,,1.52269137936172,84000023,USA,92197.1385465983,
Maryland,US,2021-01-18 05:30:33,39.0639,-76.8021,326445,6567,9454,310424,24,5399.64073520266,6455048,,2.01167118503883,84000024,USA,106771.248230141,
Massachusetts,US,2021-01-18 05:30:33,42.2302,-71.5301,470140,13652,324203,132285,25,6821.03439055449,12348663,,2.90381588463011,84000025,USA,179160.792530667,
Michigan,US,2021-01-18 05:30:33,43.3266,-84.5361,581785,14669,442408,124708,26,5825.50646314451,8807614,,2.52137817234889,84000026,USA,88192.0508123827,
Minnesota,US,2021-01-18 05:30:33,45.6945,-93.9002,446380,5995,427468,12917,27,7915.05545042655,5863218,,1.34302612124199,84000027,USA,103964.549459965,
Mississippi,US,2021-01-18 05:30:33,32.7416,-89.6787,252475,5521,198888,48066,28,8483.27822296531,1475401,,2.18675116348153,84000028,USA,49574.164465556,
Missouri,US,2021-01-18 05:30:33,38.4561,-92.2884,502063,6526,,,29,8180.34851080941,3933456,,1.29983687306175,84000029,USA,64089.6479763184,
Montana,US,2021-01-18 05:30:33,46.9219,-110.4544,89393,1092,83154,5147,30,8364.03818192366,879728,,1.22157215889387,84000030,USA,82311.5745271703,
Nebraska,US,2021-01-18 05:30:33,41.1254,-98.2681,181978,1837,124963,55178,31,9407.4259411665,1908692,,1.00946268230226,84000031,USA,98670.6010314267,
Nevada,US,2021-01-18 05:30:33,38.3135,-117.0554,261573,3779,,,32,8492.19974572717,2329676,,1.44472097655339,84000032,USA,75635.0003051793,
New Hampshire,US,2021-01-18 05:30:33,43.4525,-71.5639,58229,933,49544,7752,33,4282.45413915163,1146577,,1.6022943893936,84000033,USA,84325.0514263693,
New Jersey,US,2021-01-18 05:30:33,40.2989,-74.521,627221,20439,62155,544627,34,7061.55801666031,8687933,,3.25866002573256,84000034,USA,97812.9605423888,
New Mexico,US,2021-01-18 05:30:33,34.8405,-106.2485,163637,2932,86110,74595,35,7804.02216871285,2157518,,1.79177080978018,84000035,USA,102894.322808393,
New York,US,2021-01-18 05:30:33,42.1657,-74.9481,1242561,40809,115901,1085851,36,6387.31901064283,28979498,,3.28426531977102,84000036,USA,148967.57462554,
North Carolina,US,2021-01-18 05:30:33,35.6301,-79.8064,674637,8083,521475,145079,37,6432.41415686602,8087429,,1.19812580691542,84000037,USA,77110.6428972155,
North Dakota,US,2021-01-18 05:30:33,47.5289,-99.784,95864,1406,93020,1438,38,12579.553894565,1305288,,1.46666110322958,84000038,USA,171283.701326139,
Northern Mariana Islands,US,2021-01-18 05:30:33,15.0979,145.6739,128,2,29,97,69,232.119541563905,17557,,1.5625,580,MNP,31838.4593065429,
Ohio,US,2021-01-18 05:30:33,40.3888,-82.7649,826754,15980,678264,132510,39,7072.86275247881,8478037,,1.9328603187889,84000039,USA,72529.4248487908,
Oklahoma,US,2021-01-18 05:30:33,35.5653,-96.9289,355478,2987,311883,40608,40,8983.58870964685,2955979,,0.840277035428353,84000040,USA,74703.0746497763,
Oregon,US,2021-01-18 05:30:33,44.572,-122.0709,133205,1800,5870,125535,41,3158.21019660543,2919566,,1.35130062685335,84000041,USA,69221.1486870803,
Pennsylvania,US,2021-01-18 05:30:33,40.5908,-77.2098,776132,19336,578950,177846,42,6062.58918047813,8494845,,2.49132879458649,84000042,USA,33110.526809545,
Puerto Rico,US,2021-01-18 05:30:33,18.2208,-66.5901,87381,1703,73760,11918,72,2736.04797453983,1484040,,1.94893626760966,630,PRI,46467.8206490666,
Rhode Island,US,2021-01-18 05:30:33,41.6809,-71.5118,104443,2169,6229,96045,44,9859.05654446407,2242295,,2.07673084840535,84000044,USA,211664.862119712,
South Carolina,US,2021-01-18 05:30:33,33.8569,-80.945,388184,6237,174706,207241,45,7539.43606112128,3713908,,1.60671228077407,84000045,USA,72132.7306197237,
South Dakota,US,2021-01-18 05:30:33,44.2998,-99.4388,105544,1656,99226,4662,46,11930.4726453922,391422,,1.56901387099219,84000046,USA,44245.5228511777,
Tennessee,US,2021-01-18 05:30:33,35.7478,-86.6923,685321,8391,610796,66134,47,10035.1960573856,6128058,,1.22438973853129,84000047,USA,89733.5168206287,
Texas,US,2021-01-18 05:30:33,31.0545,-97.5635,2127111,32600,1677588,416923,48,7335.90746906431,15718021,,1.53259514900727,84000048,USA,54207.7717866203,
Utah,US,2021-01-18 05:30:33,40.15,-111.8624,323837,1493,265051,57293,49,10101.0992658045,2458733,,0.461034409286153,84000049,USA,76692.6141889569,
Vermont,US,2021-01-18 05:30:33,44.0459,-72.7107,10057,163,6719,3175,50,1611.72712980517,805019,,1.62076165854629,84000050,USA,129011.729373434,
Virgin Islands,US,2021-01-18 05:30:33,18.3358,-64.8963,2260,24,2120,116,78,2106.87250624604,39379,,1.06194690265487,850,VIR,36710.8550546295,
Virginia,US,2021-01-18 05:30:33,37.7693,-78.17,439305,5729,35276,398300,51,5146.78720766716,4807396,,1.30410534822048,84000051,USA,56322.2458997514,
Washington,US,2021-01-18 05:30:33,47.4009,-121.4905,289939,3903,,,53,3807.52559490987,4179833,,1.34614522365049,84000053,USA,54890.2394294969,
West Virginia,US,2021-01-18 05:30:33,38.4912,-80.9545,108821,1776,80187,26858,54,6072.10234428314,1767500,,1.63203793385468,84000054,USA,98624.7221907578,
Wisconsin,US,2021-01-18 05:30:33,44.2685,-89.6165,568166,5906,490043,72217,55,9758.22138988609,5798072,,1.03948493926071,84000055,USA,99581.5839217757,
Wyoming,US,2021-01-18 05:30:33,42.756,-107.3025,49363,522,46820,2021,56,8529.11142634499,549805,,1.05747219577416,84000056,USA,94997.2268249825,
Alabama,US,2021-01-19 05:30:28,32.3182,-86.9023,424028,6121,221961,195946,1,8648.01144562157,3525636,,1.44353674757327,84000001,USA,71905.0168410941,
Alaska,US,2021-01-19 05:30:28,61.3707,-152.4044,52113,229,7165,44719,2,7123.69027195866,1410760,,0.4394297008424,84000002,USA,192846.646481078,
American Samoa,US,2021-01-19 05:30:28,-14.271,-170.132,0,0,,,60,0,2140,,,16,ASM,3846.08472169803,
Arizona,US,2021-01-19 05:30:28,33.7298,-111.4312,679282,11265,92463,575554,4,9332.44141790373,6069199,,1.65836868929252,84000004,USA,44312.8232626712,
Arkansas,US,2021-01-19 05:30:28,34.9697,-92.3731,272263,4343,245096,22824,5,9021.89141508196,2282211,,1.59514880832137,84000005,USA,75624.8914773789,
California,US,2021-01-19 09:30:34,36.1162,-119.6816,3115051,33273,,,6,7883.9831411156,38655756,,1.06810711695826,84000006,USA,97832.3998626956,
Colorado,US,2021-01-19 05:30:28,39.0598,-105.3111,376171,5386,19948,350837,8,6532.17997838415,5032041,,1.43179564612902,84000008,USA,87380.9981912697,
Connecticut,US,2021-01-19 05:30:28,41.5978,-72.7554,230125,6670,9800,213655,9,6454.59958763488,5305328,,2.8984247691472,84000009,USA,148805.075159447,
Delaware,US,2021-01-19 05:30:28,39.3185,-75.5071,70910,1210,18851,50849,10,7282.05191401613,1126630,,1.70638837963616,84000010,USA,115698.464925793,
Diamond Princess,US,2021-01-19 05:30:28,,,49,0,,,88888,,,,0,84088888,USA,,
District of Columbia,US,2021-01-19 05:30:28,38.8974,-77.0268,34033,857,23554,9622,11,4822.25267056701,1013952,,2.51814415420327,84000011,USA,143670.341722057,
Florida,US,2021-01-19 05:30:28,27.7663,-81.6868,1579281,24274,,,12,7353.10708013605,19285601,,1.53702855919877,84000012,USA,89793.449840642,
Georgia,US,2021-01-19 05:30:28,33.0406,-83.6431,820952,12360,,,13,7732.121061768,5957306,,1.50556914411561,84000013,USA,56108.7751707736,
Grand Princess,US,2021-01-19 05:30:28,,,103,3,,,99999,,,,2.9126213592233,84099999,USA,,
Guam,US,2021-01-19 05:30:28,13.4443,144.7937,7474,125,7220,129,66,4550.96237570709,100478,,1.67246454375167,316,GUM,61181.6427062212,
Hawaii,US,2021-01-19 05:30:28,21.0943,-157.4983,25187,322,11958,12907,15,1778.90374271121,915086,,1.2784372890777,84000015,USA,64630.5598246169,
Idaho,US,2021-01-19 05:30:28,44.2405,-114.4788,155554,1607,71374,82573,16,8704.43996161304,577938,,1.03308175938902,84000016,USA,32340.0659740972,
Illinois,US,2021-01-19 05:30:28,40.3495,-88.9861,1072214,20118,,,17,8461.40424489898,14826995,,1.87630454368251,84000017,USA,117007.610824048,
Indiana,US,2021-01-19 05:30:28,39.8494,-86.2583,592709,10670,379277,202762,18,8804.06594021971,6462786,,1.80020887146981,84000018,USA,95997.8574672036,
Iowa,US,2021-01-19 05:30:28,42.0115,-93.2105,306083,4324,266453,35306,19,9701.30615168602,1218425,,1.41268871515243,84000019,USA,38618.0021362442,
Kansas,US,2021-01-19 05:30:28,38.5266,-96.7265,261825,3540,5215,253070,20,8987.18778682971,1113766,,1.35204812374678,84000020,USA,38230.2079350183,
Kentucky,US,2021-01-19 05:30:28,37.6681,-84.6701,328667,3167,40761,284739,21,7356.55899614855,3435510,,0.963589286420602,84000021,USA,76897.0781881306,
Louisiana,US,2021-01-19 05:30:28,31.1695,-91.8678,369951,8253,298614,63084,22,7957.99942952947,4648497,,2.23083597557514,84000022,USA,99993.6112462716,
Maine,US,2021-01-19 05:30:28,44.6939,-69.3819,33876,514,12039,21323,23,2520.13819248749,1239642,,1.51729838233558,84000023,USA,92220.7211362493,
Maryland,US,2021-01-19 05:30:28,39.0639,-76.8021,328214,6596,9455,312163,24,5428.901298117,6480786,,2.00966442625848,84000024,USA,107196.973706845,
Massachusetts,US,2021-01-19 05:30:28,42.2302,-71.5301,473441,13705,324203,135533,25,6868.92700663315,12398580,,2.89476407831176,84000025,USA,179885.014195859,
Michigan,US,2021-01-19 05:30:28,43.3266,-84.5361,585128,14686,442408,128034,26,5858.98045801597,8872768,,2.50987818050068,84000026,USA,88844.448258346,
Minnesota,US,2021-01-19 05:30:28,45.6945,-93.9002,447349,6007,429325,12017,27,7932.2374225836,5883217,,1.34279946976522,84000027,USA,104319.164796568,
Mississippi,US,2021-01-19 05:30:28,32.7416,-89.6787,253932,5524,207769,40639,28,8532.23410521449,1510047,,2.1753855362853,84000028,USA,50738.2862887577,
Missouri,US,2021-01-19 05:30:28,38.4561,-92.2884,503740,6530,,,29,8207.67266027398,3947197,,1.29630364870767,84000029,USA,64313.5365498381,
Montana,US,2021-01-19 05:30:28,46.9219,-110.4544,89576,1093,83527,4956,30,8381.16054035543,881412,,1.22019290881486,84000030,USA,82469.1376506627,
Nebraska,US,2021-01-19 05:30:28,41.1254,-98.2681,182176,1842,126504,53830,31,9417.6616308452,1941744,,1.01111013525382,84000031,USA,100379.237472136,
Nevada,US,2021-01-19 05:30:28,38.3135,-117.0554,262794,3784,,,32,8531.84059508674,2339272,,1.43991110908164,84000032,USA,75946.5429673043,
New Hampshire,US,2021-01-19 05:30:28,43.4525,-71.5639,58709,933,50487,7289,33,4317.75575839278,1152396,,1.58919416103153,84000033,USA,84753.0100146281,
New Jersey,US,2021-01-19 05:30:28,40.2989,-74.521,631074,20458,62937,547679,34,7104.93695811506,8691786,,3.24177513255181,84000034,USA,97856.3394838435,
New Mexico,US,2021-01-19 05:30:28,34.8405,-106.2485,164263,2958,87502,73803,35,7833.87677297481,2163964,,1.80077071525541,84000035,USA,103201.739388381,
New York,US,2021-01-19 05:30:28,42.1657,-74.9481,1255971,40991,116502,1098478,36,6456.25240540794,29165703,,3.26369000558134,84000036,USA,149924.75156605,
North Carolina,US,2021-01-19 05:30:28,35.6301,-79.8064,674637,8083,521475,145079,37,6432.41415686602,8087429,,1.19812580691542,84000037,USA,77110.6428972155,
North Dakota,US,2021-01-19 05:30:28,47.5289,-99.784,95934,1406,93173,1355,38,12588.7394988859,1306720,,1.46559092709571,84000038,USA,171471.612545961,
Northern Mariana Islands,US,2021-01-19 05:30:28,15.0979,145.6739,129,2,29,98,69,233.932975482373,17557,,1.55038759689923,580,MNP,31838.4593065429,
Ohio,US,2021-01-19 05:30:28,40.3888,-82.7649,831066,16105,684072,130889,39,7109.75182007169,8515645,,1.93787256367124,84000039,USA,72851.160482843,
Oklahoma,US,2021-01-19 05:30:28,35.5653,-96.9289,357333,2994,314236,40103,40,9030.46800191359,2957816,,0.83787391592716,84000040,USA,74749.499048641,
Oregon,US,2021-01-19 05:30:28,44.572,-122.0709,133851,1803,5870,126178,41,3173.52646691816,2919566,,1.34702019409642,84000041,USA,69221.1486870803,
Pennsylvania,US,2021-01-19 05:30:28,40.5908,-77.2098,780111,19411,594320,166380,42,6093.67028826536,8536900,,2.48823564851669,84000042,USA,33225.7823374165,
Puerto Rico,US,2021-01-19 05:30:28,18.2208,-66.5901,87939,1703,73760,12476,72,2753.51990516311,1484536,,1.9365696676105,630,PRI,46483.351254065,
Rhode Island,US,2021-01-19 05:30:28,41.6809,-71.5118,104443,2187,6229,96027,44,9859.05654446407,2242295,,2.09396512930498,84000044,USA,211664.862119712,
South Carolina,US,2021-01-19 05:30:28,33.8569,-80.945,391464,6248,176129,209087,45,7603.14128926175,3745465,,1.5960599186643,84000045,USA,72745.6409503422,
South Dakota,US,2021-01-19 05:30:28,44.2998,-99.4388,105659,1667,99379,4613,46,11943.4720044673,391864,,1.5777169952394,84000046,USA,44295.485605188,
Tennessee,US,2021-01-19 05:30:28,35.7478,-86.6923,687751,8430,614720,64601,47,10070.7786915372,6142748,,1.22573431372692,84000047,USA,89948.623362064,
Texas,US,2021-01-19 05:30:28,31.0545,-97.5635,2138190,32711,1697272,408207,48,7374.11634431801,15877679,,1.52984533647618,84000048,USA,54758.3948216645,
Utah,US,2021-01-19 05:30:28,40.15,-111.8624,324919,1500,266752,56667,49,10134.8489281519,2465673,,0.46165351980032,84000049,USA,76909.0861452334,
Vermont,US,2021-01-19 05:30:28,44.0459,-72.7107,10220,163,6825,3232,50,1637.84938516544,809158,,1.59491193737769,84000050,USA,129675.042348503,
Virgin Islands,US,2021-01-19 05:30:28,18.3358,-64.8963,2260,24,2120,116,78,2106.87250624604,39379,,1.06194690265487,850,VIR,36710.8550546295,
Virginia,US,2021-01-19 05:30:28,37.7693,-78.17,446550,5739,35476,405335,51,5231.66781070958,4852729,,1.28518642929123,84000051,USA,56853.3559587882,
Washington,US,2021-01-19 05:30:28,47.4009,-121.4905,289939,3903,,,53,3807.52559490987,4233758,,1.34614522365049,84000053,USA,55598.3912052343,
West Virginia,US,2021-01-19 05:30:28,38.4912,-80.9545,109809,1784,81248,26777,54,6127.23175052047,1783280,,1.62463914615378,84000054,USA,99505.2303187183,
Wisconsin,US,2021-01-19 05:30:28,44.2685,-89.6165,569335,5926,491962,71447,55,9778.29890386048,5813407,,1.04086346351445,84000055,USA,99844.9617462388,
Wyoming,US,2021-01-19 05:30:28,42.756,-107.3025,49708,522,46908,2278,56,8588.72173046121,549805,,1.05013277540839,84000056,USA,94997.2268249825,
Alabama,US,2021-01-20 05:30:46,32.3182,-86.9023,426543,6126,221961,198456,1,8699.30463566029,3545533,,1.43619752287577,84000001,USA,72310.8142972374,
Alaska,US,2021-01-20 05:30:46,61.3707,-152.4044,52243,230,7165,44848,2,7141.46088073871,1414531,,0.440250368470417,84000002,USA,193362.13083269,
American Samoa,US,2021-01-20 05:30:46,-14.271,-170.132,0,0,,,60,0,2140,,,16,ASM,3846.08472169803,
Arizona,US,2021-01-20 05:30:46,33.7298,-111.4312,685699,11266,93289,581144,4,9420.60255948954,6101540,,1.64299495842928,84000004,USA,44480.0367976939,
Arkansas,US,2021-01-20 05:30:46,34.9697,-92.3731,273594,4386,248238,20970,5,9065.99633375792,2288594,,1.60310533125726,84000005,USA,75836.40289429,
California,US,2021-01-20 09:30:27,36.1162,-119.6816,3139926,33646,,,6,7946.93834361079,39024543,,1.07152456742204,84000006,USA,98765.7490189808,
Colorado,US,2021-01-20 05:30:46,39.0598,-105.3111,377856,5388,20089,352379,8,6561.43987152736,5057763,,1.42594004065041,84000008,USA,87827.6587084388,
Connecticut,US,2021-01-20 05:30:46,41.5978,-72.7554,232219,6682,9800,215737,9,6513.33258725034,5342387,,2.87745619436825,84000009,USA,149844.514621123,
Delaware,US,2021-01-20 05:30:46,39.3185,-75.5071,71311,1219,18851,51241,10,7323.23232323232,1134451,,1.70941369494187,84000010,USA,116501.63694694,
Diamond Princess,US,2021-01-20 05:30:46,,,49,0,,,88888,,,,0,84088888,USA,,
District of Columbia,US,2021-01-20 05:30:46,38.8974,-77.0268,34259,861,23632,9766,11,4854.2753868585,1020262,,2.51320820806212,84000011,USA,144564.42729639,
Florida,US,2021-01-20 05:30:46,27.7663,-81.6868,1589097,24436,,,12,7398.81021915856,19419547,,1.53772865973569,84000012,USA,90417.1002745773,
Georgia,US,2021-01-20 05:30:46,33.0406,-83.6431,828581,12572,,,13,7803.9746556203,5988737,,1.51729281747952,84000013,USA,56404.807456574,
Grand Princess,US,2021-01-20 05:30:46,,,103,3,,,99999,,,,2.9126213592233,84099999,USA,,
Guam,US,2021-01-20 05:30:46,13.4443,144.7937,7515,128,7251,136,66,4575.92751584678,101782,,1.70326014637392,316,GUM,61975.6559438345,
Hawaii,US,2021-01-20 05:30:46,21.0943,-157.4983,25195,324,,,15,1779.46876553813,918361,,1.28596943838063,84000015,USA,64861.8660443882,
Idaho,US,2021-01-20 05:30:46,44.2405,-114.4788,156778,1637,71374,83767,16,8772.93215411863,577938,,1.04415160290347,84000016,USA,32340.0659740972,
Illinois,US,2021-01-20 05:30:46,40.3495,-88.9861,1076532,20153,,,17,8495.47985250107,14898528,,1.87202981425541,84000017,USA,117572.115325808,
Indiana,US,2021-01-20 05:30:46,39.8494,-86.2583,595436,10720,382304,202412,18,8844.57264387864,6498762,,1.80036141583646,84000018,USA,96532.242935056,
Iowa,US,2021-01-20 05:30:46,42.0115,-93.2105,307302,4332,268931,34039,19,9739.94237845753,1220451,,1.40968818946834,84000019,USA,38682.2162424288,
Kansas,US,2021-01-20 05:30:46,38.5266,-96.7265,262003,3540,5215,253248,20,8993.29766719276,1113766,,1.3511295672187,84000020,USA,38230.2079350183,
Kentucky,US,2021-01-20 05:30:46,37.6681,-84.6701,330906,3194,41009,286703,21,7406.67457085601,3440622,,0.96522879609315,84000021,USA,77011.5001702229,
Louisiana,US,2021-01-20 05:30:46,31.1695,-91.8678,372089,8324,298614,65151,22,8003.98985199172,4673947,,2.23709918863498,84000022,USA,100541.065059024,
Maine,US,2021-01-20 05:30:46,44.6939,-69.3819,34262,519,12071,21672,23,2548.85390102157,1270873,,1.51479773510011,84000023,USA,94544.0897715539,
Maryland,US,2021-01-20 05:30:46,39.0639,-76.8021,330186,6650,9456,314080,24,5461.51963054611,6510156,,2.01401634230403,84000024,USA,107682.775138611,
Massachusetts,US,2021-01-20 05:30:46,42.2302,-71.5301,476526,13749,324203,138574,25,6913.68578294416,12454145,,2.88525704788406,84000025,USA,180691.179967568,
Michigan,US,2021-01-20 05:30:46,43.3266,-84.5361,586673,14702,442408,129563,26,5874.45079067418,8893037,,2.50599567391034,84000026,USA,89047.4050043973,
Minnesota,US,2021-01-20 05:30:46,45.6945,-93.9002,448268,6013,431096,11159,27,7948.53281207001,5895901,,1.3413850642919,84000027,USA,104544.073088457,
Mississippi,US,2021-01-20 05:30:46,32.7416,-89.6787,255125,5574,207769,41782,28,8572.31946384405,1511240,,2.18481136697697,84000028,USA,50778.3716473873,
Missouri,US,2021-01-20 05:30:46,38.4561,-92.2884,506104,6543,,,29,8246.19042374102,3959087,,1.29281728656561,84000029,USA,64507.2659100848,
Montana,US,2021-01-20 05:30:46,46.9219,-110.4544,89864,1093,83825,4946,30,8408.10720280545,883672,,1.21628238226654,84000030,USA,82680.5940990552,
Nebraska,US,2021-01-20 05:30:46,41.1254,-98.2681,182176,1842,127221,53113,31,9417.6616308452,1944011,,1.01111013525382,84000031,USA,100496.430949417,
Nevada,US,2021-01-20 05:30:46,38.3135,-117.0554,263972,3792,,,32,8570.08541125839,2350428,,1.43651599412059,84000032,USA,76308.7324148517,
New Hampshire,US,2021-01-20 05:30:46,43.4525,-71.5639,59228,938,51645,6645,33,4355.92563419727,1158106,,1.58371040723982,84000033,USA,85172.9521935176,
New Jersey,US,2021-01-20 05:30:46,40.2989,-74.521,635702,20512,63180,552010,34,7157.04122519334,8865291,,3.22666909967249,84000034,USA,99809.7428674685,
New Mexico,US,2021-01-20 05:30:46,34.8405,-106.2485,164954,2975,88982,72997,35,7866.83129620966,2175023,,1.8035331061993,84000035,USA,103729.154833322,
New York,US,2021-01-20 05:30:46,42.1657,-74.9481,1268692,41184,117052,1110456,36,6521.6440321646,29342972,,3.24617795335669,84000036,USA,150835.993471838,
North Carolina,US,2021-01-20 05:30:46,35.6301,-79.8064,684497,8139,579573,96785,37,6526.425608338,8186392,,1.18904830846592,84000037,USA,78054.2184826132,
North Dakota,US,2021-01-20 05:30:46,47.5289,-99.784,96071,1408,93451,1212,38,12606.7170387711,1307962,,1.46558274609403,84000038,USA,171634.591411198,
Northern Mariana Islands,US,2021-01-20 05:30:46,15.0979,145.6739,129,2,29,98,69,233.932975482373,17558,,1.55038759689923,580,MNP,31840.2727404613,
Ohio,US,2021-01-20 05:30:46,40.3888,-82.7649,836049,16208,694905,124936,39,7152.3812782849,8554113,,1.93864235230232,84000039,USA,73180.2533984652,
Oklahoma,US,2021-01-20 05:30:46,35.5653,-96.9289,358909,3037,319201,36671,40,9070.29644644856,3000449,,0.846175492952252,84000040,USA,75826.9140713945,
Oregon,US,2021-01-20 05:30:46,44.572,-122.0709,134468,1808,,,41,3188.15516472459,2919566,,1.34455781301127,84000041,USA,69221.1486870803,
Pennsylvania,US,2021-01-20 05:30:46,40.5908,-77.2098,785743,19494,598433,167816,42,6137.66345214013,8584679,,2.48096387750193,84000042,USA,33365.6356055297,
Puerto Rico,US,2021-01-20 05:30:46,18.2208,-66.5901,88373,1703,73760,12910,72,2767.10918453678,1492208,,1.92705916965589,630,PRI,46723.5746442834,
Rhode Island,US,2021-01-20 05:30:46,41.6809,-71.5118,107066,2199,6445,98422,44,10106.6586366687,2298001,,2.05387331178899,84000044,USA,216923.315092778,
South Carolina,US,2021-01-20 05:30:46,33.8569,-80.945,394318,6259,177738,210321,45,7658.57260667421,3772941,,1.58729756186631,84000045,USA,73279.2887699725,
South Dakota,US,2021-01-20 05:30:46,44.2998,-99.4388,105786,1667,99887,4232,46,11957.8278184023,392325,,1.57582288771671,84000046,USA,44347.5960793933,
Tennessee,US,2021-01-20 05:30:46,35.7478,-86.6923,690065,8471,624306,57288,47,10104.6627308076,6155742,,1.22756551919022,84000047,USA,90138.8952748898,
Texas,US,2021-01-20 05:30:46,31.0545,-97.5635,2157459,33032,1711009,413418,48,7440.57061070157,15935036,,1.53106038168049,84000048,USA,54956.2056762476,
Utah,US,2021-01-20 05:30:46,40.15,-111.8624,326221,1507,269487,55227,49,10175.4608138971,2472897,,0.461956771636406,84000049,USA,77134.4166080778,
Vermont,US,2021-01-20 05:30:46,44.0459,-72.7107,10321,163,6925,3233,50,1654.03556793469,813355,,1.57930433097568,84000050,USA,130347.650359221,
Virgin Islands,US,2021-01-20 05:30:46,18.3358,-64.8963,2283,24,2120,139,78,2128.31412909721,39379,,1.05124835742444,850,VIR,36710.8550546295,
Virginia,US,2021-01-20 05:30:46,37.7693,-78.17,451076,5798,35752,409526,51,5284.69329164401,4878157,,1.28537097961319,84000051,USA,57151.2640297561,
Washington,US,2021-01-20 05:30:46,47.4009,-121.4905,291989,3940,,,53,3834.44652472464,4233758,,1.34936590077023,84000053,USA,55598.3912052343,
West Virginia,US,2021-01-20 05:30:46,38.4912,-80.9545,110820,1815,82330,26675,54,6183.64453362364,1796329,,1.63779101245263,84000054,USA,100233.351393608,
Wisconsin,US,2021-01-20 05:30:46,44.2685,-89.6165,571268,5973,494029,71266,55,9811.49807795159,5832709,,1.04556880483416,84000055,USA,100176.472588612,
Wyoming,US,2021-01-20 05:30:46,42.756,-107.3025,49922,550,47583,1789,56,8625.69739736229,563037,,1.10171868114258,84000056,USA,97283.4979672022,
Alabama,US,2021-01-21 05:30:34,32.3182,-86.9023,429655,6283,233211,190161,1,8762.7735849249,3565322,,1.46233606032747,84000001,USA,72714.4091034705,
Alaska,US,2021-01-21 05:30:34,61.3707,-152.4044,52413,253,7165,44995,2,7164.69936914339,1420122,,0.482704672504913,84000002,USA,194126.403707222,
American Samoa,US,2021-01-21 05:30:34,-14.271,-170.132,0,0,,,60,0,2140,,,16,ASM,3846.08472169803,
Arizona,US,2021-01-21 05:30:34,33.7298,-111.4312,690544,11528,94237,584779,4,9487.16648826984,6145769,,1.66940846636854,84000004,USA,44723.1977833456,
Arkansas,US,2021-01-21 05:30:34,34.9697,-92.3731,276114,4441,251252,20421,5,9149.50076280633,2302494,,1.60839363451328,84000005,USA,76297.002721184,
California,US,2021-01-21 08:30:39,36.1162,-119.6816,3161140,34304,,,6,8000.62805881613,39288363,,1.08514861006458,84000006,USA,99433.4411404795,
Colorado,US,2021-01-21 05:30:34,39.0598,-105.3111,379227,5422,20190,353615,8,6585.24717924211,5098541,,1.42975051881854,84000008,USA,88535.7654874264,
Connecticut,US,2021-01-21 05:30:34,41.5978,-72.7554,234134,6726,9800,217608,9,6567.04495318329,5373402,,2.87271391596265,84000009,USA,150714.430563374,
